 -5.6458e+00   6.9003e-05   1.9138e-05   4.3022e-05   3.6381e-05   4.5835e-06   2.0573e-06   8.9771e-03
 -5.0346e+00   2.7000e-05   1.2075e-05   5.1984e-05   4.5110e-05   4.7746e-06   2.0998e-06   1.1125e-02
 -4.3510e+00   6.3945e-05   1.8459e-05   6.6814e-05   5.9660e-05   5.0047e-06   2.1497e-06   1.4700e-02
 -3.6586e+00   1.3761e-04   2.6988e-05   9.2871e-05   8.5411e-05   5.2571e-06   2.2029e-06   2.1057e-02
 -2.9652e+00   1.4424e-04   2.7258e-05   1.4580e-04   1.3801e-04   5.5316e-06   2.2592e-06   3.4250e-02
 -2.2798e+00   1.9237e-04   3.1207e-05   2.5498e-04   2.4684e-04   5.8269e-06   2.3179e-06   6.2082e-02
 -1.5929e+00   4.7557e-04   4.9051e-05   4.5490e-04   4.4637e-04   6.1494e-06   2.3800e-06   1.1397e-01
 -9.1358e-01   7.2894e-04   6.0957e-05   7.3344e-04   7.2450e-04   6.4979e-06   2.4448e-06   1.8739e-01
 -2.1512e-01   9.6559e-04   7.0611e-05   9.6442e-04   9.5501e-04   6.8906e-06   2.5153e-06   2.4921e-01
  4.7978e-01   9.2111e-04   6.9235e-05   9.0111e-04   8.9120e-04   7.3204e-06   2.5895e-06   2.3200e-01
  1.1638e+00   5.9748e-04   5.6206e-05   6.2765e-04   6.1719e-04   7.7868e-06   2.6669e-06   1.5893e-01
  1.8589e+00   3.6577e-04   4.4685e-05   3.6821e-04   3.5715e-04   8.3109e-06   2.7502e-06   9.0673e-02
  2.5394e+00   1.8648e-04   3.1981e-05   2.0828e-04   1.9656e-04   8.8801e-06   2.8368e-06   4.9158e-02
  3.2285e+00   1.3647e-04   2.7294e-05   1.2569e-04   1.1324e-04   9.5214e-06   2.9299e-06   2.8002e-02
  3.9219e+00   1.5193e-04   2.9240e-05   8.6890e-05   7.3617e-05   1.0243e-05   3.0294e-06   1.8138e-02
  4.6074e+00   7.4970e-05   2.0793e-05   6.7558e-05   5.3381e-05   1.1043e-05   3.1342e-06   1.3157e-02
  5.2955e+00   1.1586e-04   2.5906e-05   5.6219e-05   4.1025e-05   1.1949e-05   3.2462e-06   1.0120e-02
  5.9819e+00   8.2770e-05   2.2121e-05   4.8969e-05   3.2632e-05   1.2971e-05   3.3653e-06   8.0538e-03
  6.7615e+00   2.8594e-05   1.1673e-05   4.3700e-05   2.5884e-05   1.4305e-05   3.5105e-06   6.3897e-03
  7.3616e+00   7.2048e-05   1.8603e-05   4.1124e-05   2.2014e-05   1.5480e-05   3.6300e-06   5.4346e-03
