 -5.5995e+00   1.1217e-05   7.9320e-06   1.0777e-05   8.8623e-06   1.9143e-06   9.1344e-03
 -4.8916e+00   1.0255e-05   5.4580e-06   1.3419e-05   1.1417e-05   2.0017e-06   1.1763e-02
 -4.1837e+00   1.4665e-05   6.5584e-06   1.7565e-05   1.5452e-05   2.1126e-06   1.5909e-02
 -3.4758e+00   3.6459e-05   1.0399e-05   2.5177e-05   2.2930e-05   2.2475e-06   2.3634e-02
 -2.7679e+00   3.9331e-05   1.0854e-05   4.1273e-05   3.8865e-05   2.4084e-06   4.0320e-02
 -2.0600e+00   8.8768e-05   1.6326e-05   7.4781e-05   7.2183e-05   2.5982e-06   7.5792e-02
 -1.3522e+00   1.1133e-04   1.7443e-05   1.3306e-04   1.3024e-04   2.8211e-06   1.3830e-01
 -6.4428e-01   2.2324e-04   2.4532e-05   2.0522e-04   2.0213e-04   3.0829e-06   2.1665e-01
  6.3614e-02   2.3671e-04   2.5217e-05   2.3893e-04   2.3554e-04   3.3908e-06   2.5352e-01
  7.7150e-01   2.0081e-04   2.3287e-05   1.9369e-04   1.8994e-04   3.7544e-06   2.0325e-01
  1.4794e+00   1.2864e-04   1.8703e-05   1.2224e-04   1.1806e-04   4.1865e-06   1.2512e-01
  2.1873e+00   5.9174e-05   1.2706e-05   6.9197e-05   6.4493e-05   4.7035e-06   6.7545e-02
  2.8952e+00   3.1428e-05   9.2879e-06   4.0340e-05   3.5013e-05   5.3273e-06   3.6263e-02
  3.6031e+00   3.4759e-05   9.8875e-06   2.7243e-05   2.1156e-05   6.0873e-06   2.1801e-02
  4.3110e+00   1.5940e-05   6.7687e-06   2.1582e-05   1.4558e-05   7.0240e-06   1.4989e-02
  5.0189e+00   9.2402e-06   5.2435e-06   1.9072e-05   1.0879e-05   8.1924e-06   1.1209e-02
  5.7268e+00   2.1463e-05   8.1123e-06   1.8167e-05   8.4970e-06   9.6695e-06   8.7586e-03
  6.4346e+00   2.2021e-05   7.8908e-06   1.8389e-05   6.8249e-06   1.1564e-05   7.0373e-03
  7.1425e+00   1.2413e-05   5.9068e-06   1.9631e-05   5.6009e-06   1.4030e-05   5.7756e-03
  7.8504e+00   2.6246e-05   8.6207e-06   2.1952e-05   4.6783e-06   1.7274e-05   4.8242e-03
  8.5583e+00   1.6110e-05   6.7416e-06   2.5515e-05   3.9663e-06   2.1549e-05   4.0901e-03
  9.2662e+00   1.9521e-05   7.3884e-06   3.0496e-05   3.4060e-06   2.7090e-05   3.5125e-03
  9.9744e+00   2.8723e-05   8.9669e-06   3.6884e-05   2.9574e-06   3.3927e-05   3.0498e-03
  1.0682e+01   5.1815e-05   1.2152e-05   4.4137e-05   2.5928e-06   4.1544e-05   2.6738e-03
  1.1389e+01   4.7038e-05   1.1606e-05   5.0901e-05   2.2931e-06   4.8608e-05   2.3647e-03
  1.2097e+01   6.5163e-05   1.3752e-05   5.5210e-05   2.0430e-06   5.3167e-05   2.1068e-03
  1.2805e+01   5.3396e-05   1.2469e-05   5.5379e-05   1.8326e-06   5.3547e-05   1.8898e-03
  1.3513e+01   6.5009e-05   1.3345e-05   5.1256e-05   1.6539e-06   4.9602e-05   1.7055e-03
  1.4221e+01   3.8414e-05   1.0158e-05   4.4304e-05   1.5009e-06   4.2804e-05   1.5477e-03
  1.4929e+01   4.1006e-05   1.0526e-05   3.6526e-05   1.3688e-06   3.5158e-05   1.4116e-03
  1.5637e+01   1.0995e-05   5.4826e-06   2.9390e-05   1.2542e-06   2.8136e-05   1.2933e-03
  1.6345e+01   5.9281e-06   4.0121e-06   2.3521e-05   1.1539e-06   2.2367e-05   1.1900e-03
  1.7053e+01   5.3102e-06   3.7794e-06   1.8956e-05   1.0658e-06   1.7891e-05   1.0991e-03
  1.7761e+01   7.4029e-06   4.4532e-06   1.5477e-05   9.8798e-07   1.4489e-05   1.0188e-03
  1.8468e+01   1.8455e-05   6.9823e-06   1.2829e-05   9.1896e-07   1.1910e-05   9.4764e-04
  1.9176e+01   1.3609e-05   5.9729e-06   1.0785e-05   8.5732e-07   9.9282e-06   8.8407e-04
  1.9884e+01   1.3026e-05   5.8256e-06   9.1876e-06   8.0213e-07   8.3855e-06   8.2715e-04
  2.0592e+01   1.0714e-05   5.2420e-06   7.9197e-06   7.5252e-07   7.1672e-06   7.7600e-04
  2.1300e+01   1.3828e-05   5.9353e-06   6.8995e-06   7.0778e-07   6.1917e-06   7.2986e-04
  2.2008e+01   1.3737e-05   5.9035e-06   6.0674e-06   6.6729e-07   5.4001e-06   6.8810e-04
  2.2716e+01   1.4766e-05   6.1235e-06   5.3806e-06   6.3053e-07   4.7501e-06   6.5020e-04
  2.3424e+01   1.9712e-05   7.0837e-06   4.8075e-06   5.9707e-07   4.2105e-06   6.1569e-04
  2.4132e+01   7.4336e-06   4.3624e-06   4.3248e-06   5.6653e-07   3.7583e-06   5.8420e-04
  2.4839e+01   2.6426e-05   8.2455e-06   3.9149e-06   5.3862e-07   3.3763e-06   5.5542e-04
  2.5547e+01   2.1170e-05   7.4252e-06   3.5630e-06   5.1298e-07   3.0500e-06   5.2898e-04
  2.6255e+01   2.1082e-05   7.4425e-06   3.2591e-06   4.8941e-07   2.7697e-06   5.0467e-04
  2.6963e+01   3.2870e-05   9.3891e-06   2.9951e-06   4.6770e-07   2.5274e-06   4.8229e-04
  2.7671e+01   3.1189e-05   9.2643e-06   2.7640e-06   4.4766e-07   2.3164e-06   4.6162e-04
  2.8379e+01   5.1957e-05   1.1713e-05   2.5608e-06   4.2913e-07   2.1317e-06   4.4251e-04
  2.9087e+01   3.8046e-05   9.9276e-06   2.3810e-06   4.1196e-07   1.9691e-06   4.2481e-04
  2.9795e+01   5.1308e-05   1.1618e-05   2.2213e-06   3.9604e-07   1.8253e-06   4.0839e-04
