44.971 0.00029395 3.0523e-05 0 92.746 3.1551e+05 9.6305
45.664 0.00028543 3.0153e-05 0 89.608 3.1394e+05 9.4662
46.358 0.00026996 2.9378e-05 0 84.438 3.1278e+05 9.189
47.051 0.00031736 3.186e-05 0 99.221 3.1264e+05 9.961
47.745 0.00032691 3.2513e-05 0 101.1 3.0925e+05 10.055
48.438 0.00024599 2.8316e-05 0 75.473 3.0681e+05 8.6875
49.131 0.00022081 2.6858e-05 0 67.593 3.0611e+05 8.2215
49.825 0.00016379 2.3157e-05 0 50.027 3.0544e+05 7.073
50.518 0.00013918 2.152e-05 0 41.831 3.0055e+05 6.4677
51.212 0.00014499 2.1875e-05 0 43.931 3.0299e+05 6.6281
51.905 9.2923e-05 1.7531e-05 0 28.096 3.0235e+05 5.3005
52.599 8.3331e-05 1.6561e-05 0 25.318 3.0382e+05 5.0317
53.292 6.9628e-05 1.5067e-05 0 21.355 3.067e+05 4.6212
53.985 5.809e-05 1.3782e-05 0 17.766 3.0583e+05 4.2149
54.679 6.9687e-05 1.5036e-05 0 21.479 3.0823e+05 4.6346
55.372 6.8159e-05 1.487e-05 0 21.01 3.0826e+05 4.5837
56.066 7.9777e-05 1.6086e-05 0 24.595 3.083e+05 4.9593
56.759 6.2505e-05 1.4299e-05 0 19.109 3.0572e+05 4.3714
57.453 4.0154e-05 1.1533e-05 0 12.122 3.0188e+05 3.4816
58.146 5.7068e-05 1.3816e-05 0 17.061 2.9895e+05 4.1304
58.839 5.5151e-05 1.3618e-05 0 16.403 2.9741e+05 4.05
59.533 5.1661e-05 1.3244e-05 0 15.215 2.9451e+05 3.9006
60.226 6.2005e-05 1.4118e-05 0 19.288 3.1107e+05 4.3918
60.92 9.3142e-05 1.7141e-05 0 29.528 3.1702e+05 5.434
61.613 0.00011433 1.897e-05 0 36.325 3.1772e+05 6.027
62.307 0.0001202 1.9384e-05 0 38.451 3.1989e+05 6.2009
63 0.00019595 2.4752e-05 0 62.673 3.1984e+05 7.9167
63.693 0.00026354 2.872e-05 0 84.198 3.1949e+05 9.176
64.387 0.00036423 3.3777e-05 0 116.28 3.1925e+05 10.783
65.08 0.00050184 3.9614e-05 0 160.49 3.198e+05 12.668
65.774 0.00053154 4.0748e-05 0 170.16 3.2013e+05 13.045
66.467 0.00045874 3.7819e-05 0 147.13 3.2073e+05 12.13
67.161 0.00031287 3.1231e-05 0 100.36 3.2077e+05 10.018
67.854 0.00021194 2.5523e-05 0 68.959 3.2536e+05 8.3041
68.547 0.00014189 2.0664e-05 0 47.15 3.3229e+05 6.8666
69.241 9.2465e-05 1.66e-05 0 31.025 3.3554e+05 5.57
69.934 7.7208e-05 1.513e-05 0 26.04 3.3727e+05 5.103
70.628 6.7713e-05 1.4152e-05 0 22.894 3.3811e+05 4.7848
71.321 7.9685e-05 1.5311e-05 0 27.087 3.3993e+05 5.2045
72.015 7.6979e-05 1.5025e-05 0 26.247 3.4097e+05 5.1232
72.708 0.00010503 1.7551e-05 0 35.814 3.4098e+05 5.9845
73.401 9.2051e-05 1.6394e-05 0 31.529 3.4252e+05 5.6151
74.095 7.2943e-05 1.4588e-05 0 25.002 3.4276e+05 5.0002
74.788 6.2471e-05 1.3489e-05 0 21.448 3.4333e+05 4.6312
75.482 4.8305e-05 1.1902e-05 0 16.471 3.4097e+05 4.0584
76.175 3.9649e-05 1.0812e-05 0 13.447 3.3915e+05 3.667
