 -5.5109e+00   2.5574e-05   1.1437e-05   3.3450e-05   3.3450e-05   9.3986e-03
 -4.8033e+00   4.3391e-05   1.1238e-05   4.3408e-05   4.3408e-05   1.2161e-02
 -4.1163e+00   7.0797e-05   1.4217e-05   5.8621e-05   5.8621e-05   1.6424e-02
 -3.4292e+00   9.4056e-05   1.6234e-05   8.4967e-05   8.4967e-05   2.4359e-02
 -2.7422e+00   1.1781e-04   1.7968e-05   1.3379e-04   1.3379e-04   4.1222e-02
 -2.0552e+00   2.0059e-04   2.1979e-05   2.2096e-04   2.2096e-04   7.6102e-02
 -1.3681e+00   3.2835e-04   2.7855e-05   3.5360e-04   3.5360e-04   1.3660e-01
 -6.8110e-01   4.9348e-04   3.4021e-05   5.0113e-04   5.0113e-04   2.1285e-01
  5.9256e-03   6.3606e-04   3.8516e-05   5.7203e-04   5.7203e-04   2.5388e-01
  6.9296e-01   4.7003e-04   3.3076e-05   4.9893e-04   4.9893e-04   2.1162e-01
  1.3800e+00   3.2288e-04   2.7468e-05   3.5100e-04   3.5100e-04   1.3535e-01
  2.0670e+00   2.0512e-04   2.1994e-05   2.1907e-04   2.1907e-04   7.5288e-02
  2.7540e+00   1.1831e-04   1.6820e-05   1.3266e-04   1.3266e-04   4.0805e-02
  3.4411e+00   1.0591e-04   1.6038e-05   8.4368e-05   8.4368e-05   2.4170e-02
  4.1281e+00   9.1496e-05   1.5029e-05   5.8287e-05   5.8287e-05   1.6327e-02
  4.8151e+00   7.9744e-05   1.4090e-05   4.3203e-05   4.3203e-05   1.2105e-02
  5.5021e+00   6.3040e-05   1.2570e-05   3.3553e-05   3.3553e-05   9.4265e-03
  6.1892e+00   6.6383e-05   1.2918e-05   2.6869e-05   2.6869e-05   7.5584e-03
  6.8762e+00   3.7416e-05   9.6608e-06   2.2009e-05   2.2009e-05   6.1941e-03
  7.5632e+00   3.8269e-05   9.7666e-06   1.8361e-05   1.8361e-05   5.1664e-03
  8.2503e+00   2.4542e-05   7.8908e-06   1.5550e-05   1.5550e-05   4.3740e-03
  8.9373e+00   2.6959e-05   8.3610e-06   1.3339e-05   1.3339e-05   3.7512e-03
  9.6243e+00   3.3608e-05   9.3955e-06   1.1570e-05   1.1570e-05   3.2528e-03
  1.0311e+01   3.1748e-05   9.2310e-06   1.0133e-05   1.0133e-05   2.8480e-03
  1.0998e+01   2.8302e-05   8.7182e-06   8.9507e-06   8.9507e-06   2.5151e-03
  1.1685e+01   2.6512e-05   8.4554e-06   7.9660e-06   7.9660e-06   2.2378e-03
  1.2372e+01   1.7328e-05   6.8104e-06   7.1374e-06   7.1374e-06   2.0047e-03
  1.3059e+01   6.7774e-06   4.2501e-06   6.4337e-06   6.4337e-06   1.8068e-03
  1.3746e+01   1.8802e-05   7.1066e-06   5.8314e-06   5.8314e-06   1.6373e-03
  1.4433e+01   1.7811e-05   6.9625e-06   5.3116e-06   5.3116e-06   1.4912e-03
  1.5120e+01   6.3904e-06   4.2045e-06   4.8602e-06   4.8602e-06   1.3643e-03
  1.5807e+01   1.9478e-05   9.4170e-06   4.4657e-06   4.4657e-06   1.2534e-03
  1.6494e+01   3.5347e-05   1.2654e-05   4.1189e-06   4.1189e-06   1.1560e-03
  1.7181e+01   2.2679e-05   1.0143e-05   3.8125e-06   3.8125e-06   1.0699e-03
  1.7868e+01   2.2624e-05   1.0118e-05   3.5404e-06   3.5404e-06   9.9348e-04
  1.8555e+01   1.7933e-05   9.0192e-06   3.2978e-06   3.2978e-06   9.2534e-04
  1.9242e+01   1.3353e-05   7.7620e-06   3.0806e-06   3.0806e-06   8.6433e-04
  1.9929e+01   9.2832e-06   6.4827e-06   2.8853e-06   2.8853e-06   8.0948e-04
  2.0616e+01   1.7844e-05   8.9857e-06   2.7091e-06   2.7091e-06   7.6001e-04
  2.1304e+01   4.6671e-06   4.5971e-06   2.5494e-06   2.5494e-06   7.1518e-04
  2.1991e+01   9.7208e-06   6.6474e-06   2.4046e-06   2.4046e-06   6.7453e-04
  2.2678e+01   3.1323e-05   1.1936e-05   2.2727e-06   2.2727e-06   6.3752e-04
  2.3365e+01   1.3735e-05   7.9301e-06   2.1523e-06   2.1523e-06   6.0373e-04
  2.4052e+01   1.3816e-05   7.9765e-06   2.0421e-06   2.0421e-06   5.7279e-04
  2.4739e+01   1.4051e-05   8.0864e-06   1.9409e-06   1.9409e-06   5.4440e-04
  2.5426e+01   1.8951e-05   9.4763e-06   1.8479e-06   1.8479e-06   5.1829e-04
  2.6113e+01   1.3946e-05   8.1016e-06   1.7621e-06   1.7621e-06   4.9422e-04
  2.6800e+01   4.6776e-06   4.6747e-06   1.6829e-06   1.6829e-06   4.7199e-04
  2.7487e+01   2.7473e-05   1.1285e-05   1.6096e-06   1.6096e-06   4.5142e-04
  2.8174e+01   1.3847e-05   7.9811e-06   1.5416e-06   1.5416e-06   4.3235e-04
  2.8861e+01   3.1770e-05   1.2075e-05   1.4785e-06   1.4785e-06   4.1464e-04
  2.9548e+01   1.3832e-05   7.9564e-06   1.4198e-06   1.4198e-06   3.9817e-04
  3.0235e+01   7.6249e-05   1.8612e-05   1.3651e-06   1.3651e-06   3.8282e-04
  3.0922e+01   2.7618e-05   1.1214e-05   1.3140e-06   1.3140e-06   3.6850e-04
  3.1609e+01   2.7495e-05   1.1225e-05   1.2663e-06   1.2663e-06   3.5511e-04
  3.2296e+01   3.6929e-05   1.3082e-05   1.2217e-06   1.2217e-06   3.4260e-04
  3.2983e+01   4.6932e-05   1.4872e-05   1.1799e-06   1.1799e-06   3.3087e-04
  3.3670e+01   5.1992e-05   1.5690e-05   1.1407e-06   1.1407e-06   3.1988e-04
  3.4357e+01   6.6783e-05   1.7898e-05   1.1039e-06   1.1039e-06   3.0955e-04
  3.5044e+01   5.9565e-05   1.7127e-05   1.0693e-06   1.0693e-06   2.9985e-04
  3.5731e+01   1.1958e-04   2.4716e-05   1.0368e-06   1.0368e-06   2.9072e-04
  3.6418e+01   9.3804e-05   2.1895e-05   1.0061e-06   1.0061e-06   2.8212e-04
  3.7105e+01   1.5499e-04   2.8136e-05   9.7722e-07   9.7722e-07   2.7402e-04
  3.7792e+01   1.5888e-04   2.8535e-05   9.4997e-07   9.4997e-07   2.6637e-04
  3.8479e+01   2.3018e-04   3.4190e-05   9.2424e-07   9.2424e-07   2.5915e-04
  3.9166e+01   2.3824e-04   3.4410e-05   8.9992e-07   8.9992e-07   2.5234e-04
  3.9853e+01   3.1585e-04   3.9422e-05   8.7694e-07   8.7694e-07   2.4589e-04
  4.0540e+01   2.6358e-04   3.5709e-05   8.5519e-07   8.5519e-07   2.3979e-04
  4.1227e+01   2.3209e-04   3.3414e-05   8.3460e-07   8.3460e-07   2.3401e-04
  4.1914e+01   1.7130e-04   2.8733e-05   8.1510e-07   8.1510e-07   2.2854e-04
  4.2601e+01   2.1751e-04   3.2220e-05   7.9662e-07   7.9662e-07   2.2336e-04
  4.3288e+01   1.4988e-04   2.6704e-05   7.7909e-07   7.7909e-07   2.1845e-04
  4.3975e+01   1.6972e-04   2.8353e-05   7.6247e-07   7.6247e-07   2.1378e-04
  4.4662e+01   2.8001e-04   3.6372e-05   7.4670e-07   7.4670e-07   2.0936e-04
  4.5350e+01   2.0431e-04   3.0906e-05   7.3171e-07   7.3171e-07   2.0516e-04
  4.6037e+01   2.7450e-04   3.5661e-05   7.1749e-07   7.1749e-07   2.0117e-04
  4.6724e+01   2.0778e-04   3.1068e-05   7.0400e-07   7.0400e-07   1.9739e-04
