 -5.8742e+00   9.3801e-06   6.6327e-06   1.9979e-05   1.6328e-05   5.3500e-07   2.6826e-06   4.3366e-07   8.3243e-03
 -5.2658e+00   1.4121e-05   8.1529e-06   2.3776e-05   2.0041e-05   5.6392e-07   2.7338e-06   4.3662e-07   1.0218e-02
 -4.5735e+00   4.6978e-05   1.4856e-05   2.9991e-05   2.6156e-05   5.9994e-07   2.7948e-06   4.4015e-07   1.3335e-02
 -3.8650e+00   2.8214e-05   1.1518e-05   4.0615e-05   3.6670e-05   6.4071e-07   2.8602e-06   4.4395e-07   1.8696e-02
 -3.1667e+00   7.5111e-05   1.8778e-05   6.1530e-05   5.7469e-05   6.8530e-07   2.9279e-06   4.4788e-07   2.9300e-02
 -2.4778e+00   9.8733e-05   2.1545e-05   1.0603e-04   1.0185e-04   7.3424e-07   2.9980e-06   4.5196e-07   5.1919e-02
 -1.7820e+00   1.8954e-04   2.9969e-05   1.9456e-04   1.9025e-04   7.8941e-07   3.0723e-06   4.5627e-07   9.6990e-02
 -1.0914e+00   3.0180e-04   3.8023e-05   3.3225e-04   3.2779e-04   8.5081e-07   3.1498e-06   4.6076e-07   1.6712e-01
 -3.9030e-01   5.4497e-04   5.1267e-05   4.7342e-04   4.6880e-04   9.2105e-07   3.2326e-06   4.6553e-07   2.3902e-01
  3.1714e-01   4.6134e-04   4.7085e-05   4.8318e-04   4.7839e-04   1.0014e-06   3.3205e-06   4.7057e-07   2.4388e-01
  1.0185e+00   3.7178e-04   4.2095e-05   3.4905e-04   3.4407e-04   1.0922e-06   3.4124e-06   4.7580e-07   1.7542e-01
  1.7189e+00   2.0833e-04   3.1407e-05   2.0609e-04   2.0090e-04   1.1962e-06   3.5091e-06   4.8127e-07   1.0243e-01
  2.4063e+00   1.0407e-04   2.2187e-05   1.1399e-04   1.0858e-04   1.3137e-06   3.6092e-06   4.8687e-07   5.5363e-02
  3.0955e+00   6.1860e-05   1.7157e-05   6.6292e-05   6.0634e-05   1.4501e-06   3.7150e-06   4.9274e-07   3.0919e-02
  3.8052e+00   4.7299e-05   1.4957e-05   4.3852e-05   3.7908e-05   1.6145e-06   3.8302e-06   4.9906e-07   1.9326e-02
  4.5030e+00   3.7925e-05   1.3409e-05   3.3209e-05   2.6948e-05   1.8053e-06   3.9500e-06   5.0556e-07   1.3740e-02
  5.1984e+00   2.8475e-05   1.1625e-05   2.7151e-05   2.0531e-05   2.0316e-06   4.0763e-06   5.1232e-07   1.0467e-02
  5.8899e+00   3.3442e-05   1.2640e-05   2.3276e-05   1.6246e-05   2.3019e-06   4.2093e-06   5.1933e-07   8.2823e-03
  6.5801e+00   2.4018e-05   1.0741e-05   2.0684e-05   1.3178e-05   2.6296e-06   4.3500e-06   5.2665e-07   6.7185e-03
  7.2890e+00   1.9037e-05   9.5185e-06   1.8928e-05   1.0845e-05   3.0451e-06   4.5035e-06   5.3449e-07   5.5289e-03
  7.9732e+00   1.4304e-05   8.2584e-06   1.7882e-05   9.1315e-06   3.5470e-06   4.6609e-06   5.4240e-07   4.6554e-03
  8.6723e+00   1.4273e-05   8.2406e-06   1.7349e-05   7.7673e-06   4.1995e-06   4.8318e-06   5.5084e-07   3.9600e-03
  9.3632e+00   3.3354e-05   1.2607e-05   1.7308e-05   6.6985e-06   5.0380e-06   5.0117e-06   5.5954e-07   3.4151e-03
