 -5.8379e+00   4.9463e-05   1.5642e-05   2.5710e-05   2.2048e-05   1.8832e-06   1.7787e-06   8.4497e-03
 -5.1432e+00   3.5295e-05   9.2767e-06   3.1881e-05   2.7979e-05   2.0845e-06   1.8181e-06   1.0707e-02
 -4.4484e+00   4.8090e-05   1.0796e-05   4.1099e-05   3.6919e-05   2.3202e-06   1.8600e-06   1.4096e-02
 -3.7537e+00   5.2772e-05   1.1306e-05   5.6635e-05   5.2132e-05   2.5984e-06   1.9044e-06   1.9930e-02
 -3.0590e+00   8.9518e-05   1.4734e-05   8.6782e-05   8.1901e-05   2.9296e-06   1.9516e-06   3.1832e-02
 -2.3643e+00   1.3103e-04   1.7850e-05   1.4794e-04   1.4262e-04   3.3274e-06   2.0016e-06   5.7538e-02
 -1.6695e+00   2.4903e-04   2.4618e-05   2.5926e-04   2.5339e-04   3.8101e-06   2.0548e-06   1.0689e-01
 -9.7487e-01   4.3671e-04   3.2587e-05   4.1786e-04   4.1135e-04   4.4021e-06   2.1113e-06   1.8043e-01
 -2.8014e-01   5.4881e-04   3.6486e-05   5.5307e-04   5.4576e-04   5.1366e-06   2.1714e-06   2.4600e-01
  4.1458e-01   5.3003e-04   3.5707e-05   5.3637e-04   5.2808e-04   6.0587e-06   2.2354e-06   2.3720e-01
  1.1093e+00   3.9820e-04   3.0905e-05   3.8859e-04   3.7906e-04   7.2293e-06   2.3035e-06   1.6512e-01
  1.8041e+00   2.2483e-04   2.3249e-05   2.3869e-04   2.2759e-04   8.7291e-06   2.3761e-06   9.5177e-02
  2.4988e+00   1.5716e-04   1.9434e-05   1.4060e-04   1.2749e-04   1.0655e-05   2.4536e-06   5.0990e-02
  3.1935e+00   8.8421e-05   1.4547e-05   8.9999e-05   7.4358e-05   1.3104e-05   2.5364e-06   2.8750e-02
  3.8882e+00   6.3932e-05   1.2401e-05   6.7157e-05   4.8414e-05   1.6118e-05   2.6249e-06   1.8487e-02
  4.5830e+00   5.5309e-05   1.1523e-05   5.7149e-05   3.4845e-05   1.9585e-05   2.7196e-06   1.3310e-02
  5.2777e+00   4.3218e-05   1.0211e-05   5.2589e-05   2.6652e-05   2.3117e-05   2.8211e-06   1.0203e-02
  5.9724e+00   4.9179e-05   1.0888e-05   5.0072e-05   2.1123e-05   2.6019e-05   2.9301e-06   8.0970e-03
  6.6671e+00   6.1708e-05   1.2188e-05   4.7693e-05   1.7160e-05   2.7486e-05   3.0471e-06   6.5815e-03
  7.3619e+00   4.7559e-05   1.0767e-05   4.4418e-05   1.4215e-05   2.7030e-05   3.1730e-06   5.4532e-03
  8.0566e+00   3.6492e-05   9.5766e-06   4.0085e-05   1.1969e-05   2.4807e-05   3.3088e-06   4.5917e-03
  8.7513e+00   2.2598e-05   7.6965e-06   3.5185e-05   1.0218e-05   2.1512e-05   3.4552e-06   3.9197e-03
