 -5.6175e+00   3.7493e-05   1.3256e-05   4.2514e-05   4.1765e-05   3.6009e-07   3.8867e-07   9.0619e-03
 -5.0042e+00   4.7191e-05   1.4923e-05   5.2745e-05   5.1979e-05   3.6870e-07   3.9646e-07   1.1252e-02
 -4.3221e+00   4.2436e-05   1.4145e-05   6.9743e-05   6.8958e-05   3.7878e-07   4.0554e-07   1.4892e-02
 -3.6281e+00   9.8364e-05   2.1465e-05   9.9033e-05   9.8228e-05   3.8963e-07   4.1527e-07   2.1448e-02
 -2.9399e+00   1.8810e-04   2.9742e-05   1.5314e-04   1.5232e-04   4.0101e-07   4.2544e-07   3.4954e-02
 -2.2522e+00   2.2799e-04   3.2907e-05   2.5370e-04   2.5285e-04   4.1305e-07   4.3616e-07   6.3646e-02
 -1.5632e+00   3.5866e-04   4.1415e-05   4.1893e-04   4.1806e-04   4.2584e-07   4.4748e-07   1.1681e-01
 -8.8649e-01   6.0328e-04   5.3959e-05   6.2422e-04   6.2333e-04   4.3916e-07   4.5922e-07   1.9046e-01
 -1.8754e-01   9.6110e-04   6.8302e-05   7.7387e-04   7.7294e-04   4.5377e-07   4.7203e-07   2.5034e-01
  5.1667e-01   7.3307e-04   5.9855e-05   7.2197e-04   7.2102e-04   4.6943e-07   4.8568e-07   2.2881e-01
  1.1893e+00   4.8253e-04   4.8496e-05   5.3141e-04   5.3042e-04   4.8535e-07   4.9947e-07   1.5608e-01
  1.8850e+00   2.8508e-04   3.7432e-05   3.3374e-04   3.3272e-04   5.0288e-07   5.1458e-07   8.8607e-02
  2.5647e+00   1.7023e-04   2.9195e-05   2.0096e-04   1.9991e-04   5.2115e-07   5.3021e-07   4.8071e-02
  3.2601e+00   9.4246e-05   2.1622e-05   1.2392e-04   1.2283e-04   5.4111e-07   5.4718e-07   2.7373e-02
  3.9507e+00   1.2203e-04   2.4909e-05   8.3621e-05   8.2494e-05   5.6231e-07   5.6508e-07   1.7863e-02
  4.6526e+00   1.0412e-04   2.3282e-05   6.0922e-05   5.9753e-05   5.8541e-07   5.8442e-07   1.2914e-02
  5.3305e+00   7.3091e-05   1.9534e-05   4.7329e-05   4.6116e-05   6.0933e-07   6.0430e-07   9.9963e-03
  6.0120e+00   4.6729e-05   1.5576e-05   3.8002e-05   3.6741e-05   6.3514e-07   6.2557e-07   7.9782e-03
  6.6971e+00   4.1848e-05   1.4796e-05   3.1259e-05   2.9948e-05   6.6303e-07   6.4836e-07   6.5070e-03
  7.3897e+00   7.6513e-05   2.0449e-05   2.6196e-05   2.4830e-05   6.9342e-07   6.7296e-07   5.3954e-03
  8.0754e+00   4.9716e-05   1.6572e-05   2.2379e-05   2.0954e-05   7.2590e-07   6.9900e-07   4.5525e-03
  8.7736e+00   7.0743e-05   1.9621e-05   1.9360e-05   1.7871e-05   7.6168e-07   7.2740e-07   3.8819e-03
  9.4517e+00   3.1248e-05   1.2757e-05   1.7043e-05   1.5487e-05   7.9934e-07   7.5697e-07   3.3632e-03
  1.0149e+01   9.2060e-05   2.1699e-05   1.5133e-05   1.3502e-05   8.4140e-07   7.8961e-07   2.9314e-03
  1.0840e+01   4.5279e-05   1.5093e-05   1.3602e-05   1.1891e-05   8.8679e-07   8.2442e-07   2.5813e-03
  1.1523e+01   9.5885e-05   2.1997e-05   1.2366e-05   1.0569e-05   9.3572e-07   8.6148e-07   2.2939e-03
  1.2222e+01   4.5425e-05   1.5142e-05   1.1328e-05   9.4348e-06   9.9053e-07   9.0242e-07   2.0474e-03
  1.2901e+01   5.1656e-05   1.6335e-05   1.0496e-05   8.5014e-06   1.0489e-06   9.4542e-07   1.8446e-03
  1.3596e+01   7.3336e-05   1.9600e-05   9.7925e-06   7.6848e-06   1.1146e-06   9.9310e-07   1.6672e-03
  1.4273e+01   5.8494e-05   1.7637e-05   9.2283e-06   6.9996e-06   1.1852e-06   1.0435e-06   1.5184e-03
  1.4969e+01   1.1147e-05   7.8818e-06   8.7540e-06   6.3886e-06   1.2656e-06   1.0999e-06   1.3857e-03
  1.5648e+01   4.6166e-05   1.6322e-05   8.3808e-06   5.8684e-06   1.3526e-06   1.1598e-06   1.2727e-03
  1.6338e+01   2.3754e-05   1.1877e-05   8.0816e-06   5.4041e-06   1.4510e-06   1.2264e-06   1.1720e-03
  1.7114e+01   2.4078e-05   1.0768e-05   7.8319e-06   4.9469e-06   1.5760e-06   1.3090e-06   1.0727e-03
  1.7724e+01   4.7624e-06   4.7624e-06   7.6954e-06   4.6285e-06   1.6864e-06   1.3805e-06   1.0036e-03
  1.8406e+01   2.3855e-05   1.0668e-05   7.6020e-06   4.3091e-06   1.8249e-06   1.4680e-06   9.3431e-04
  1.9096e+01   9.5759e-06   6.7712e-06   7.5696e-06   4.0198e-06   1.9839e-06   1.5660e-06   8.7156e-04
  1.9790e+01   1.4478e-05   8.3589e-06   7.6005e-06   3.7587e-06   2.1664e-06   1.6754e-06   8.1491e-04
