 -5.2591e+00   1.1204e-05   7.9226e-06   2.0120e-05   1.6728e-05   2.0227e-06   8.0159e-07   3.6415e-07   2.0377e-07   1.0242e-02
 -4.6684e+00   1.6665e-05   9.6215e-06   2.4519e-05   2.0941e-05   2.1800e-06   8.2089e-07   3.6740e-07   2.0982e-07   1.2821e-02
 -3.9785e+00   1.6578e-05   9.5712e-06   3.2561e-05   2.8739e-05   2.3886e-06   8.4457e-07   3.7136e-07   2.1728e-07   1.7596e-02
 -3.2731e+00   3.8753e-05   1.4647e-05   4.8378e-05   4.4271e-05   2.6352e-06   8.7013e-07   3.7560e-07   2.2540e-07   2.7110e-02
 -2.5721e+00   6.0729e-05   1.8311e-05   8.2322e-05   7.7890e-05   2.9210e-06   8.9700e-07   3.8001e-07   2.3401e-07   4.7750e-02
 -1.8839e+00   1.3263e-04   2.7074e-05   1.4927e-04   1.4446e-04   3.2500e-06   9.2489e-07   3.8453e-07   2.4302e-07   8.8685e-02
 -1.1882e+00   3.3671e-04   4.3111e-05   2.5936e-04   2.5412e-04   3.6433e-06   9.5473e-07   3.8931e-07   2.5276e-07   1.5619e-01
 -4.9570e-01   4.2920e-04   4.8597e-05   3.8060e-04   3.7485e-04   4.1111e-06   9.8620e-07   3.9427e-07   2.6312e-07   2.3062e-01
  2.0895e-01   4.4223e-04   4.9443e-05   4.1177e-04   4.0539e-04   4.6868e-06   1.0202e-06   3.9955e-07   2.7441e-07   2.4947e-01
  9.1241e-01   3.0358e-04   4.0935e-05   3.1209e-04   3.0495e-04   5.3920e-06   1.0562e-06   4.0506e-07   2.8652e-07   1.8751e-01
  1.5966e+00   1.6073e-04   2.9847e-05   1.9302e-04   1.8498e-04   6.2428e-06   1.0935e-06   4.1065e-07   2.9918e-07   1.1361e-01
  2.2919e+00   1.1790e-04   2.5728e-05   1.0928e-04   1.0009e-04   7.3316e-06   1.1337e-06   4.1659e-07   3.1302e-07   6.1393e-02
  2.9842e+00   7.3463e-05   2.0375e-05   6.5705e-05   5.5053e-05   8.7251e-06   1.1765e-06   4.2276e-07   3.2788e-07   3.3722e-02
  3.6822e+00   7.9259e-05   2.1183e-05   4.6464e-05   3.3895e-05   1.0573e-05   1.2224e-06   4.2925e-07   3.4406e-07   2.0753e-02
  4.3920e+00   5.7177e-05   1.8081e-05   3.8756e-05   2.3557e-05   1.3128e-05   1.2724e-06   4.3616e-07   3.6189e-07   1.4422e-02
  5.0800e+00   2.2933e-05   1.1466e-05   3.6621e-05   1.7850e-05   1.6623e-05   1.3242e-06   4.4315e-07   3.8065e-07   1.0929e-02
  5.7824e+00   3.4873e-05   1.4237e-05   3.8211e-05   1.4003e-05   2.1975e-05   1.3809e-06   4.5060e-07   4.0147e-07   8.5743e-03
  6.4666e+00   4.7106e-05   1.6655e-05   4.4202e-05   1.1340e-05   3.0541e-05   1.4401e-06   4.5819e-07   4.2357e-07   6.9439e-03
  7.1649e+00   6.4519e-05   1.9453e-05   5.8060e-05   9.3304e-06   4.6310e-05   1.5050e-06   4.6627e-07   4.4819e-07   5.7134e-03
  7.8739e+00   7.5685e-05   2.0991e-05   8.6369e-05   7.7879e-06   7.6054e-05   1.5761e-06   4.7486e-07   4.7560e-07   4.7690e-03
  8.5657e+00   1.4106e-04   2.8212e-05   1.3379e-04   6.6230e-06   1.2453e-04   1.6509e-06   4.8362e-07   5.0500e-07   4.0556e-03
  9.2567e+00   2.3712e-04   3.6589e-05   1.9670e-04   5.7018e-06   1.8824e-04   1.7316e-06   4.9277e-07   5.3732e-07   3.4915e-03
  9.9482e+00   2.0105e-04   3.3509e-05   2.4733e-04   4.9600e-06   2.3948e-04   1.8190e-06   5.0235e-07   5.7305e-07   3.0373e-03
