 -5.6238e+00   2.5574e-05   1.1437e-05   3.7621e-05   3.6059e-05   6.4850e-08   8.0708e-07   6.9009e-07   9.0431e-03
 -4.9162e+00   4.2616e-05   1.1147e-05   4.8069e-05   4.6473e-05   6.8730e-08   8.2512e-07   7.0170e-07   1.1634e-02
 -4.2289e+00   6.7111e-05   1.3859e-05   6.3643e-05   6.2013e-05   7.2871e-08   8.4357e-07   7.1355e-07   1.5551e-02
 -3.5417e+00   9.1565e-05   1.6035e-05   8.9493e-05   8.7827e-05   7.7427e-08   8.6298e-07   7.2599e-07   2.2632e-02
 -2.8545e+00   1.1275e-04   1.7687e-05   1.3499e-04   1.3329e-04   8.2456e-08   8.8342e-07   7.3904e-07   3.7483e-02
 -2.1672e+00   1.9184e-04   2.1693e-05   2.1311e-04   2.1136e-04   8.8025e-08   9.0496e-07   7.5275e-07   6.8760e-02
 -1.4800e+00   3.0830e-04   2.6995e-05   3.3004e-04   3.2825e-04   9.4212e-08   9.2766e-07   7.6714e-07   1.2502e-01
 -7.9271e-01   4.7177e-04   3.3259e-05   4.6270e-04   4.6087e-04   1.0111e-07   9.5160e-07   7.8226e-07   2.0093e-01
 -1.0547e-01   6.4762e-04   3.8866e-05   5.3998e-04   5.3809e-04   1.0884e-07   9.7686e-07   7.9815e-07   2.5276e-01
  5.8176e-01   4.8937e-04   3.3762e-05   4.9666e-04   4.9472e-04   1.1753e-07   1.0035e-06   8.1485e-07   2.2280e-01
  1.2690e+00   3.3776e-04   2.8094e-05   3.7162e-04   3.6962e-04   1.2736e-07   1.0317e-06   8.3241e-07   1.4725e-01
  1.9562e+00   2.1681e-04   2.2610e-05   2.4539e-04   2.4334e-04   1.3851e-07   1.0616e-06   8.5088e-07   8.3157e-02
  2.6434e+00   1.2029e-04   1.6959e-05   1.5533e-04   1.5322e-04   1.5125e-07   1.0931e-06   8.7031e-07   4.4861e-02
  3.3307e+00   1.0802e-04   1.6193e-05   1.0131e-04   9.9123e-05   1.6588e-07   1.1266e-06   8.9077e-07   2.6040e-02
  4.0179e+00   9.3890e-05   1.5221e-05   7.0766e-05   6.8509e-05   1.8280e-07   1.1620e-06   9.1232e-07   1.7248e-02
  4.7052e+00   8.1345e-05   1.4231e-05   5.2849e-05   5.0511e-05   2.0251e-07   1.1997e-06   9.3503e-07   1.2640e-02
  5.3924e+00   6.2307e-05   1.2495e-05   4.1452e-05   3.9027e-05   2.2564e-07   1.2397e-06   9.5898e-07   9.7826e-03
  6.0796e+00   6.8829e-05   1.3149e-05   3.3656e-05   3.1136e-05   2.5304e-07   1.2822e-06   9.8424e-07   7.8120e-03
  6.7669e+00   3.9707e-05   9.9472e-06   2.8056e-05   2.5432e-05   2.8580e-07   1.3275e-06   1.0109e-06   6.3800e-03
