 -5.8650e+00   1.4561e-05   8.4071e-06   3.0072e-05   6.4600e-06   2.1368e-05   4.5865e-07   1.2754e-06   5.0956e-07   8.3488e-03
 -5.1464e+00   9.6060e-06   4.2393e-06   2.7536e-05   8.2534e-06   1.7026e-05   4.5893e-07   1.2843e-06   5.1349e-07   1.0667e-02
 -4.4542e+00   1.3502e-05   5.0092e-06   2.7437e-05   1.0859e-05   1.4305e-05   4.6057e-07   1.2954e-06   5.1753e-07   1.4033e-02
 -3.7620e+00   1.4370e-05   5.1568e-06   3.0082e-05   1.5326e-05   1.2461e-05   4.6354e-07   1.3088e-06   5.2183e-07   1.9807e-02
 -3.0698e+00   3.5888e-05   8.1260e-06   3.7926e-05   2.4398e-05   1.1209e-05   4.6782e-07   1.3247e-06   5.2641e-07   3.1531e-02
 -2.3776e+00   4.6448e-05   9.2532e-06   5.6691e-05   4.3959e-05   1.0384e-05   4.7340e-07   1.3430e-06   5.3125e-07   5.6813e-02
 -1.6854e+00   9.5301e-05   1.3258e-05   9.3834e-05   8.1564e-05   9.8890e-06   4.8031e-07   1.3638e-06   5.3638e-07   1.0541e-01
 -9.9310e-01   1.6621e-04   1.7487e-05   1.5007e-04   1.3798e-04   9.6688e-06   4.8857e-07   1.3872e-06   5.4181e-07   1.7833e-01
 -3.0093e-01   1.9419e-04   1.8920e-05   2.0162e-04   1.8947e-04   9.6954e-06   4.9822e-07   1.4132e-06   5.4753e-07   2.4487e-01
  3.9129e-01   1.8649e-04   1.8521e-05   1.9736e-04   1.8489e-04   9.9628e-06   5.0933e-07   1.4420e-06   5.5356e-07   2.3895e-01
  1.0835e+00   1.5987e-04   1.7223e-05   1.4304e-04   1.3000e-04   1.0485e-05   5.2196e-07   1.4737e-06   5.5991e-07   1.6801e-01
  1.7757e+00   9.3846e-05   1.3226e-05   8.9369e-05   7.5460e-05   1.1298e-05   5.3620e-07   1.5085e-06   5.6660e-07   9.7522e-02
  2.4679e+00   5.4460e-05   1.0087e-05   5.5666e-05   4.0530e-05   1.2464e-05   5.5216e-07   1.5465e-06   5.7363e-07   5.2379e-02
  3.1601e+00   3.7192e-05   8.3581e-06   3.9607e-05   2.2781e-05   1.4087e-05   5.6997e-07   1.5880e-06   5.8102e-07   2.9442e-02
  3.8524e+00   3.3358e-05   7.9320e-06   3.3712e-05   1.4567e-05   1.6333e-05   5.8978e-07   1.6332e-06   5.8878e-07   1.8826e-02
  4.5446e+00   3.0636e-05   7.6292e-06   3.2808e-05   1.0445e-05   1.9472e-05   6.1176e-07   1.6823e-06   5.9693e-07   1.3499e-02
  5.2368e+00   3.7128e-05   8.4452e-06   3.4944e-05   7.9884e-06   2.3978e-05   6.3611e-07   1.7357e-06   6.0549e-07   1.0324e-02
  5.9290e+00   3.7886e-05   8.5631e-06   4.0144e-05   6.3294e-06   3.0744e-05   6.6308e-07   1.7937e-06   6.1446e-07   8.1800e-03
  6.6212e+00   4.9565e-05   9.6524e-06   4.9845e-05   5.1375e-06   4.1534e-05   6.9294e-07   1.8567e-06   6.2387e-07   6.6397e-03
  7.3134e+00   6.5453e-05   1.0792e-05   6.7102e-05   4.2510e-06   5.9567e-05   7.2602e-07   1.9251e-06   6.3375e-07   5.4939e-03
  8.0056e+00   9.0564e-05   1.2711e-05   9.6305e-05   3.5743e-06   8.9324e-05   7.6270e-07   1.9994e-06   6.4411e-07   4.6194e-03
  8.6979e+00   1.5260e-04   1.6538e-05   1.4007e-04   3.0467e-06   1.3349e-04   8.0341e-07   2.0802e-06   6.5497e-07   3.9376e-03
  9.3901e+00   1.9833e-04   1.8859e-05   1.9193e-04   2.6279e-06   1.8562e-04   8.4869e-07   2.1682e-06   6.6636e-07   3.3963e-03
  1.0082e+01   2.1615e-04   1.9678e-05   2.2933e-04   2.2900e-06   2.2319e-04   8.9915e-07   2.2641e-06   6.7831e-07   2.9595e-03
  1.0775e+01   2.3712e-04   2.0573e-05   2.2552e-04   2.0134e-06   2.1949e-04   9.5553e-07   2.3687e-06   6.9085e-07   2.6021e-03
  1.1467e+01   1.7018e-04   1.7419e-05   1.8349e-04   1.7844e-06   1.7750e-04   1.0187e-06   2.4831e-06   7.0400e-07   2.3062e-03
  1.2159e+01   1.3643e-04   1.5580e-05   1.3145e-04   1.5927e-06   1.2544e-04   1.0896e-06   2.6082e-06   7.1780e-07   2.0584e-03
  1.2852e+01   9.5432e-05   1.3017e-05   8.9330e-05   1.4304e-06   8.3252e-05   1.1698e-06   2.7457e-06   7.3230e-07   1.8486e-03
  1.3544e+01   6.1395e-05   1.0464e-05   6.1670e-05   1.2922e-06   5.5473e-05   1.2604e-06   2.8967e-06   7.4751e-07   1.6700e-03
  1.4236e+01   4.3123e-05   8.7666e-06   4.5061e-05   1.1733e-06   3.8697e-05   1.3635e-06   3.0630e-06   7.6348e-07   1.5164e-03
  1.4928e+01   4.7057e-05   1.1649e-05   3.5120e-05   1.0704e-06   2.8541e-05   1.4814e-06   3.2468e-06   7.8026e-07   1.3834e-03
  1.5620e+01   3.0770e-05   9.4244e-06   2.8881e-05   9.8070e-07   2.2035e-05   1.6170e-06   3.4504e-06   7.9789e-07   1.2674e-03
  1.6313e+01   2.4057e-05   8.3471e-06   2.4753e-05   9.0196e-07   1.7583e-05   1.7739e-06   3.6771e-06   8.1647e-07   1.1657e-03
  1.7005e+01   3.1606e-05   9.5821e-06   2.1944e-05   8.3265e-07   1.4389e-05   1.9564e-06   3.9296e-06   8.3598e-07   1.0761e-03
  1.7697e+01   3.2299e-05   9.7252e-06   2.0019e-05   7.7124e-07   1.2008e-05   2.1705e-06   4.2122e-06   8.5653e-07   9.9674e-04
  1.8389e+01   2.4326e-05   8.4567e-06   1.8732e-05   7.1659e-07   1.0184e-05   2.4237e-06   4.5299e-06   8.7816e-07   9.2610e-04
  1.9081e+01   2.0654e-05   7.8071e-06   1.7938e-05   6.6773e-07   8.7547e-06   2.7258e-06   4.8885e-06   9.0096e-07   8.6296e-04
  1.9774e+01   1.8233e-05   7.3804e-06   1.7548e-05   6.2382e-07   7.6124e-06   3.0908e-06   5.2957e-06   9.2504e-07   8.0621e-04
  2.0466e+01   1.5172e-05   6.7297e-06   1.7517e-05   5.8432e-07   6.6874e-06   3.5354e-06   5.7594e-06   9.5042e-07   7.5517e-04
  2.1158e+01   1.1321e-05   5.7419e-06   1.7829e-05   5.4862e-07   5.9268e-06   4.0851e-06   6.2911e-06   9.7722e-07   7.0903e-04
  2.1850e+01   2.2314e-05   8.0570e-06   1.8495e-05   5.1625e-07   5.2937e-06   4.7750e-06   6.9044e-06   1.0055e-06   6.6719e-04
  2.2543e+01   3.8151e-05   1.0530e-05   1.9558e-05   4.8675e-07   4.7602e-06   5.6575e-06   7.6180e-06   1.0355e-06   6.2907e-04
  2.3235e+01   2.7386e-05   8.9296e-06   2.1093e-05   4.5989e-07   4.3077e-06   6.8064e-06   8.4520e-06   1.0673e-06   5.9435e-04
  2.3927e+01   2.4082e-05   8.3996e-06   2.3234e-05   4.3532e-07   3.9199e-06   8.3415e-06   9.4365e-06   1.1009e-06   5.6260e-04
  2.4619e+01   3.3015e-05   9.8830e-06   2.6196e-05   4.1279e-07   3.5850e-06   1.0453e-05   1.0609e-05   1.1365e-06   5.3348e-04
  2.5311e+01   2.6987e-05   8.9651e-06   3.0329e-05   3.9208e-07   3.2937e-06   1.3447e-05   1.2021e-05   1.1743e-06   5.0672e-04
