 -5.7429e+00   1.1217e-05   7.9320e-06   1.3246e-05   8.2990e-06   2.6909e-06   2.2562e-06   8.7132e-03
 -5.0350e+00   1.2780e-05   6.1113e-06   1.4959e-05   1.0611e-05   2.3264e-06   2.0215e-06   1.1141e-02
 -4.3271e+00   1.4714e-05   6.5804e-06   1.8089e-05   1.4172e-05   2.0672e-06   1.8499e-06   1.4879e-02
 -3.6192e+00   2.7578e-05   9.0426e-06   2.4172e-05   2.0562e-05   1.8834e-06   1.7265e-06   2.1589e-02
 -2.9113e+00   4.4909e-05   1.1608e-05   3.7498e-05   3.4099e-05   1.7568e-06   1.6415e-06   3.5802e-02
 -2.2035e+00   7.2005e-05   1.4710e-05   6.6639e-05   6.3375e-05   1.6754e-06   1.5885e-06   6.6543e-02
 -1.4956e+00   1.1153e-04   1.7473e-05   1.2080e-04   1.1761e-04   1.6321e-06   1.5634e-06   1.2349e-01
 -7.8764e-01   1.9182e-04   2.2749e-05   1.9507e-04   1.9188e-04   1.6225e-06   1.5638e-06   2.0148e-01
 -7.9748e-02   2.5287e-04   2.6068e-05   2.4438e-04   2.4114e-04   1.6449e-06   1.5890e-06   2.5321e-01
  6.2815e-01   2.0571e-04   2.3566e-05   2.1123e-04   2.0789e-04   1.6997e-06   1.6394e-06   2.1829e-01
  1.3360e+00   1.3654e-04   1.9257e-05   1.3686e-04   1.3335e-04   1.7896e-06   1.7169e-06   1.4002e-01
  2.0439e+00   7.2391e-05   1.4044e-05   7.6989e-05   7.3245e-05   1.9193e-06   1.8249e-06   7.6905e-02
  2.7518e+00   3.2408e-05   9.4288e-06   4.3009e-05   3.8943e-05   2.0968e-06   1.9686e-06   4.0888e-02
  3.4597e+00   3.7838e-05   1.0304e-05   2.7232e-05   2.2743e-05   2.3343e-06   2.1556e-06   2.3878e-02
  4.1676e+00   2.0179e-05   7.6098e-06   2.0316e-05   1.5269e-05   2.6502e-06   2.3971e-06   1.6031e-02
  4.8755e+00   8.1055e-06   4.9002e-06   1.7054e-05   1.1273e-05   3.0718e-06   2.7089e-06   1.1836e-02
  5.5833e+00   2.1406e-05   8.0907e-06   1.5504e-05   8.7479e-06   3.6418e-06   3.1143e-06   9.1845e-03
  6.2912e+00   2.0972e-05   7.6995e-06   1.5070e-05   6.9931e-06   4.4285e-06   3.6481e-06   7.3422e-03
  6.9991e+00   1.3398e-05   6.1233e-06   1.5626e-05   5.7168e-06   5.5449e-06   4.3644e-06   6.0021e-03
  7.7070e+00   2.3033e-05   8.0645e-06   1.7282e-05   4.7594e-06   7.1734e-06   5.3489e-06   4.9969e-03
  8.4149e+00   2.0460e-05   7.6124e-06   2.0350e-05   4.0238e-06   9.5830e-06   6.7432e-06   4.2246e-03
  9.1228e+00   1.4474e-05   6.3731e-06   2.5288e-05   3.4469e-06   1.3062e-05   8.7791e-06   3.6190e-03
  9.8307e+00   2.8757e-05   8.9776e-06   3.2445e-05   2.9867e-06   1.7656e-05   1.1802e-05   3.1358e-03
  1.0539e+01   4.7464e-05   1.1624e-05   4.1469e-05   2.6137e-06   2.2676e-05   1.6179e-05   2.7442e-03
  1.1247e+01   5.3500e-05   1.2392e-05   5.0685e-05   2.3073e-06   2.6418e-05   2.1960e-05   2.4225e-03
  1.1955e+01   5.4308e-05   1.2553e-05   5.7264e-05   2.0527e-06   2.6955e-05   2.8256e-05   2.1552e-03
